계정항목,22-Dec,22-Nov,22-Oct,22-Sep,22-Aug,22-Jul,22-Jun,22-May,22-Apr,22-Mar,22-Feb,22-Jan,21-Dec,21-Nov,21-Oct,21-Sep,21-Aug,21-Jul,21-Jun,21-May,21-Apr,21-Mar,21-Feb,21-Jan,20-Dec,20-Nov,20-Oct,20-Sep,20-Aug,20-Jul,20-Jun,20-May,20-Apr,20-Mar,20-Feb,20-Jan,19-Dec,19-Nov,19-Oct,19-Sep,19-Aug,19-Jul,19-Jun,19-May,19-Apr,19-Mar,19-Feb,19-Jan,18-Dec,18-Nov,18-Oct,18-Sep,18-Aug,18-Jul,18-Jun,18-May,18-Apr,18-Mar,18-Feb,18-Jan,17-Dec,17-Nov,17-Oct,17-Sep,17-Aug,17-Jul,17-Jun,17-May,17-Apr,17-Mar,17-Feb,17-Jan,16-Dec,16-Nov,16-Oct,16-Sep,16-Aug,16-Jul,16-Jun,16-May,16-Apr,16-Mar,16-Feb,16-Jan,15-Dec,15-Nov,15-Oct,15-Sep,15-Aug,15-Jul,15-Jun,15-May,15-Apr,15-Mar,15-Feb,15-Jan,14-Dec,14-Nov,14-Oct,14-Sep,14-Aug,14-Jul,14-Jun,14-May,14-Apr,14-Mar,14-Feb,14-Jan,13-Dec,13-Nov,13-Oct,13-Sep,13-Aug,13-Jul,13-Jun,13-May,13-Apr,13-Mar,13-Feb,13-Jan,12-Dec,12-Nov,12-Oct,12-Sep,12-Aug,12-Jul,12-Jun,12-May,12-Apr,12-Mar,12-Feb,12-Jan,11-Dec,11-Nov,11-Oct,11-Sep,11-Aug,11-Jul,11-Jun,11-May,11-Apr,11-Mar,11-Feb,11-Jan,10-Dec,10-Nov,10-Oct,10-Sep,10-Aug,10-Jul,10-Jun,10-May,10-Apr,10-Mar,10-Feb,10-Jan,09-Dec,09-Nov,09-Oct,09-Sep,09-Aug,09-Jul,09-Jun,09-May,09-Apr,09-Mar,09-Feb,09-Jan,08-Dec,08-Nov,08-Oct,08-Sep,08-Aug,08-Jul,08-Jun,08-May,08-Apr,08-Mar,08-Feb,08-Jan,07-Dec,07-Nov,07-Oct,07-Sep,07-Aug,07-Jul,07-Jun,07-May,07-Apr,07-Mar,07-Feb,07-Jan,06-Dec,06-Nov,06-Oct,06-Sep,06-Aug,06-Jul,06-Jun,06-May,06-Apr,06-Mar,06-Feb,06-Jan,05-Dec,05-Nov,05-Oct,05-Sep,05-Aug,05-Jul,05-Jun,05-May,05-Apr,05-Mar,05-Feb,05-Jan,04-Dec,04-Nov,04-Oct,04-Sep,04-Aug,04-Jul,04-Jun,04-May,04-Apr,04-Mar,04-Feb,04-Jan,03-Dec,03-Nov,03-Oct,03-Sep,03-Aug,03-Jul,03-Jun,03-May,03-Apr,03-Mar,03-Feb,03-Jan,02-Dec,02-Nov,02-Oct,02-Sep,02-Aug,02-Jul,02-Jun,02-May,02-Apr,02-Mar,02-Feb,02-Jan,01-Dec,01-Nov,01-Oct,01-Sep,01-Aug,01-Jul,01-Jun,01-May,01-Apr,01-Mar,01-Feb,01-Jan,Dec-00,Nov-00,Oct-00,Sep-00,Aug-00,Jul-00,Jun-00,May-00,Apr-00,Mar-00,Feb-00,Jan-00
원/미국달러(매매기준율),1296.22,1364.1,1426.66,1391.59,1318.44,1307.4,1277.35,1269.88,1232.34,1221.03,1198.34,1194.01,1183.7,1182.91,1182.82,1169.54,1160.34,1143.98,1121.3,1123.28,1119.4,1131.02,1111.72,1097.49,1095.13,1116.76,1144.68,1178.8,1186.85,1198.9,1210.01,1228.67,1225.23,1220.09,1193.79,1164.28,1175.84,1167.45,1184.13,1197.55,1208.98,1175.31,1175.62,1183.29,1140.95,1130.72,1122.45,1122,1122.9,1128.58,1130.81,1120.6,1121.15,1122.8,1092.8,1076.39,1067.76,1071.89,1079.58,1066.7,1085.78,1105.04,1131.57,1131.59,1130.79,1134.4,1130.04,1125.28,1132.73,1134.77,1144.92,1185.1,1182.28,1161.64,1125.28,1107.49,1111.68,1144.09,1170.5,1171.51,1147.51,1188.21,1217.35,1201.67,1172.24,1151.97,1148.18,1184.76,1179.1,1143.22,1112.2,1091.27,1088.66,1112.57,1098.4,1088.86,1104.33,1095.1,1060.28,1033.24,1025.36,1019.93,1019.36,1024.99,1044.55,1070.89,1071.3,1064.75,1056.67,1062.82,1066.8,1087.35,1116.98,1127.23,1135.21,1110.67,1121.83,1102.2,1086.68,1065.35,1076.97,1087.52,1106.93,1124.78,1131.69,1143.36,1165.51,1154.27,1135.55,1125.9,1123.35,1145.85,1147.45,1132.31,1155.45,1118.61,1073.17,1059.5,1081.27,1083.54,1086.84,1122.45,1118.14,1120.07,1147.55,1126.2,1123.45,1167.01,1179.92,1207.3,1212.33,1163.11,1117.11,1137.64,1157.08,1138.82,1166.45,1164.23,1175.25,1219.15,1238.4,1263.97,1261.35,1258.71,1341.9,1461.98,1429.46,1346.1,1373.84,1390.09,1326.92,1130.4,1041.54,1019.12,1029.27,1036.73,986.66,979.86,944.69,942.39,930.24,916.98,915.86,932.41,933.8,918.85,928.32,927.91,931.5,943.26,937.02,936.36,925.75,936.22,954.23,953.68,960.72,950.15,955.16,941.4,954.44,975.09,970.22,987.03,1024.15,1041.43,1046.25,1029.33,1021.17,1037.44,1010.87,1002.21,1010.94,1007.49,1022.43,1038.23,1050.91,1091.19,1144.04,1147.97,1159,1157.66,1158.65,1177.37,1150.85,1166.34,1166.69,1184.32,1192.95,1184.87,1166.27,1166.17,1178.42,1181.59,1194.02,1199.78,1232.82,1232.4,1191.19,1179.27,1208.91,1211.91,1241.13,1208.5,1196.37,1185.12,1223.47,1266.06,1318.93,1322.51,1318.72,1317.6,1289.66,1284,1302.6,1293.7,1285.39,1302.6,1293.83,1298.46,1325.55,1288.43,1252.44,1272.82,1214.4,1151.15,1127.31,1116.5,1114.57,1114.86,1118.73,1120.01,1109.76,1117.19,1128.8,1131.07
원/일본엔(100엔),959.12,956.51,969.36,973.2,975.17,955.93,951.34,985.49,977.38,1028.59,1039.85,1039.55,1039.51,1036.36,1044.91,1061.22,1056.31,1037.25,1018.5,1029.14,1025.98,1040.86,1055.14,1058.52,1054.81,1069.4,1088.09,1116,1119.52,1122.38,1124.69,1145.65,1135.31,1134.75,1084.95,1065.25,1077.22,1072.87,1094.19,1115.69,1137.45,1085.91,1087.71,1075.9,1021.89,1017.35,1016.48,1030.47,999.21,996.02,1002.97,1002.78,1009.76,1007.84,993.26,981.28,993.5,1010.98,998.14,960.65,961.24,978.92,1001.7,1022.47,1029.7,1008.68,1019.24,1002.87,1029.02,1004.41,1012.77,1029.58,1019.36,1074.17,1084.08,1087.49,1097.61,1099.08,1107.53,1074.8,1044.3,1051.68,1060.15,1017.44,962.5,940.34,955.92,985.71,958.3,927.48,898.97,904.5,910.67,924.4,926.37,919.93,925.1,942.9,982.7,962.48,996.02,1003.01,998.99,1006.99,1018.6,1047.1,1048.64,1022.75,1021.51,1063.67,1089.59,1095.09,1142.11,1130.68,1165.7,1100.33,1148.4,1161.1,1166.43,1196.82,1288.05,1344.04,1400.86,1438.63,1438.35,1446.38,1469.08,1447.08,1393.87,1364.08,1433.65,1488.74,1473.43,1459.96,1508.22,1456.48,1391.35,1333.36,1342.81,1333.6,1304.81,1376.2,1350.97,1356.27,1376.72,1366.58,1371.09,1384.17,1380.19,1377.67,1333.59,1265.23,1195.31,1255.84,1281.72,1248.26,1300.81,1304.43,1300.78,1332.42,1304.31,1338.06,1305.52,1304.52,1356.24,1495.71,1546.11,1487.18,1503.28,1435.06,1327.1,1060.6,953.03,954.22,963.02,994.18,962.35,972.3,880.57,872.92,828.42,826.2,790.74,810.55,799.84,755.57,757.05,768.53,783.65,804.82,776.82,777.94,790.23,798.03,803.15,814.28,829.71,821.39,833.02,843.01,814.84,831.26,822.41,854.32,863.89,880.09,910.85,927.11,921.82,927.21,930.05,939.38,942.59,957.14,974.84,1005.69,1012.47,1040.99,1049.51,1044.92,1050.33,1059.14,1059.02,1048.86,1071.23,1073.06,1095.65,1112.68,1106.05,1085.17,1065.53,1015.26,992.09,995.77,1008.76,1023.33,1029.19,1038.54,996.78,993.28,991.85,997.21,1001.05,1001.56,1004.44,1003.88,993.12,1001.56,1007.97,1008.73,987.52,993.41,1013.12,1049.55,1073.11,1090.14,1057.22,1046.98,1058.2,1065.38,1071,1061.62,1078.01,1088.93,1083.21,1057.17,1040.25,1044.85,1031.23,1033.62,1053.17,1036.5,1052.99,1048.11,1030.93,1074.52
