계정항목,22-Dec,22-Nov,22-Oct,22-Sep,22-Aug,22-Jul,22-Jun,22-May,22-Apr,22-Mar,22-Feb,22-Jan,21-Dec,21-Nov,21-Oct,21-Sep,21-Aug,21-Jul,21-Jun,21-May,21-Apr,21-Mar,21-Feb,21-Jan,20-Dec,20-Nov,20-Oct,20-Sep,20-Aug,20-Jul,20-Jun,20-May,20-Apr,20-Mar,20-Feb,20-Jan,19-Dec,19-Nov,19-Oct,19-Sep,19-Aug,19-Jul,19-Jun,19-May,19-Apr,19-Mar,19-Feb,19-Jan,18-Dec,18-Nov,18-Oct,18-Sep,18-Aug,18-Jul,18-Jun,18-May,18-Apr,18-Mar,18-Feb,18-Jan,17-Dec,17-Nov,17-Oct,17-Sep,17-Aug,17-Jul,17-Jun,17-May,17-Apr,17-Mar,17-Feb,17-Jan,16-Dec,16-Nov,16-Oct,16-Sep,16-Aug,16-Jul,16-Jun,16-May,16-Apr,16-Mar,16-Feb,16-Jan,15-Dec,15-Nov,15-Oct,15-Sep,15-Aug,15-Jul,15-Jun,15-May,15-Apr,15-Mar,15-Feb,15-Jan,14-Dec,14-Nov,14-Oct,14-Sep,14-Aug,14-Jul,14-Jun,14-May,14-Apr,14-Mar,14-Feb,14-Jan,13-Dec,13-Nov,13-Oct,13-Sep,13-Aug,13-Jul,13-Jun,13-May,13-Apr,13-Mar,13-Feb,13-Jan,12-Dec,12-Nov,12-Oct,12-Sep,12-Aug,12-Jul,12-Jun,12-May,12-Apr,12-Mar,12-Feb,12-Jan,11-Dec,11-Nov,11-Oct,11-Sep,11-Aug,11-Jul,11-Jun,11-May,11-Apr,11-Mar,11-Feb,11-Jan,10-Dec,10-Nov,10-Oct,10-Sep,10-Aug,10-Jul,10-Jun,10-May,10-Apr,10-Mar,10-Feb,10-Jan,09-Dec,09-Nov,09-Oct,09-Sep,09-Aug,09-Jul,09-Jun,09-May,09-Apr,09-Mar,09-Feb,09-Jan,08-Dec,08-Nov,08-Oct,08-Sep,08-Aug,08-Jul,08-Jun,08-May,08-Apr,08-Mar,08-Feb,08-Jan,07-Dec,07-Nov,07-Oct,07-Sep,07-Aug,07-Jul,07-Jun,07-May,07-Apr,07-Mar,07-Feb,07-Jan,06-Dec,06-Nov,06-Oct,06-Sep,06-Aug,06-Jul,06-Jun,06-May,06-Apr,06-Mar,06-Feb,06-Jan,05-Dec,05-Nov,05-Oct,05-Sep,05-Aug,05-Jul,05-Jun,05-May,05-Apr,05-Mar,05-Feb,05-Jan,04-Dec,04-Nov,04-Oct,04-Sep,04-Aug,04-Jul,04-Jun,04-May,04-Apr,04-Mar,04-Feb,04-Jan,03-Dec,03-Nov,03-Oct,03-Sep,03-Aug,03-Jul,03-Jun,03-May,03-Apr,03-Mar,03-Feb,03-Jan,02-Dec,02-Nov,02-Oct,02-Sep,02-Aug,02-Jul,02-Jun,02-May,02-Apr,02-Mar,02-Feb,02-Jan,01-Dec,01-Nov,01-Oct,01-Sep,01-Aug,01-Jul,01-Jun,01-May,01-Apr,01-Mar,01-Feb,01-Jan,Dec-00,Nov-00,Oct-00,Sep-00,Aug-00,Jul-00,Jun-00,May-00,Apr-00,Mar-00,Feb-00,Jan-00
"회사채(3년, AA-)",5.302,5.487,5.436,4.9,4.227,4.126,4.233,3.775,3.631,3.028,2.873,2.632,2.41,2.492,2.302,1.953,1.838,1.888,1.913,1.891,1.983,2.091,2.055,2.143,2.211,2.247,2.239,2.239,2.192,2.219,2.218,2.179,2.145,1.84,1.847,1.955,1.948,2.002,1.861,1.792,1.689,1.885,2.004,2.153,2.207,2.244,2.249,2.263,2.304,2.403,2.452,2.403,2.656,2.75,2.805,2.86,2.794,2.831,2.815,2.722,2.649,2.709,2.574,2.333,2.32,2.278,2.208,2.216,2.195,2.208,2.13,2.104,2.162,2.021,1.781,1.704,1.645,1.65,1.789,1.91,1.94,1.979,1.95,2.091,2.143,2.118,1.962,1.946,1.98,2.001,2.012,2.115,1.988,2.128,2.3,2.356,2.46,2.466,2.595,2.786,2.926,2.97,3.168,3.264,3.303,3.303,3.28,3.319,3.36,3.366,3.25,3.29,3.33,3.38,3.24,2.96,2.91,2.95,3.06,3.2,3.3,3.32,3.3,3.31,3.4,3.6,3.87,4.01,4.25,4.36,4.25,4.24,4.24,4.24,4.29,4.24,4.29,4.48,4.4,4.44,4.54,4.54,4.72,4.52,4.17,4.19,4.13,4.41,4.68,4.81,4.65,4.48,4.69,5.02,5.32,5.4,5.35,5.43,5.6,5.58,5.74,5.46,5.21,5.16,5.68,6.14,7.07,7.34,8.35,8.56,7.95,7.46,7.11,6.99,6.68,6.22,5.91,6.13,6.27,6.64,6.73,6.16,5.98,5.85,5.7,5.75,5.64,5.49,5.34,5.2,5.28,5.32,5.18,5.05,4.93,5.02,5.1,5.18,5.17,5.05,5.24,5.3,5.33,5.5,5.49,5.5,5.2,4.92,4.75,4.52,4.18,4.12,4.28,4.48,4.63,4.11,3.73,3.86,4.01,4.1,4.38,4.77,4.91,5.07,5.29,5.37,5.63,5.67,5.61,5.53,5.18,5.24,5.87,5.65,5.28,5.26,5.39,5.44,5.25,5.48,5.88,5.9,6.01,6.06,6.23,6.59,6.76,7.07,7.2,7.05,6.89,7.07,7.11,6.79,6.31,6.32,6.51,7,7.24,7.7,7.91,7.16,6.79,7.76,8.12,8.42,8.72,9,9,9.13,9.72,9.91,9.97,10,10.01,10.25
