계정항목,Dec-22,Nov-22,Oct-22,Sep-22,Aug-22,Jul-22,Jun-22,May-22,Apr-22,Mar-22,Feb-22,Jan-22,Dec-21,Nov-21,Oct-21,Sep-21,Aug-21,Jul-21,Jun-21,May-21,Apr-21,Mar-21,Feb-21,Jan-21,Dec-20,Nov-20,Oct-20,Sep-20,Aug-20,Jul-20,Jun-20,May-20,Apr-20,Mar-20,Feb-20,Jan-20,Dec-19,Nov-19,Oct-19,Sep-19,Aug-19,Jul-19,Jun-19,May-19,Apr-19,Mar-19,Feb-19,Jan-19,Dec-18,Nov-18,Oct-18,Sep-18,Aug-18,Jul-18,Jun-18,May-18,Apr-18,Mar-18,Feb-18,Jan-18,Dec-17,Nov-17,Oct-17,Sep-17,Aug-17,Jul-17,Jun-17,May-17,Apr-17,Mar-17,Feb-17,Jan-17,Dec-16,Nov-16,Oct-16,Sep-16,Aug-16,Jul-16,Jun-16,May-16,Apr-16,Mar-16,Feb-16,Jan-16,Dec-15,Nov-15,Oct-15,Sep-15,Aug-15,Jul-15,Jun-15,May-15,Apr-15,Mar-15,Feb-15,Jan-15,Dec-14,Nov-14,Oct-14,Sep-14,Aug-14,Jul-14,Jun-14,May-14,Apr-14,Mar-14,Feb-14,Jan-14,Dec-13,Nov-13,Oct-13,Sep-13,Aug-13,Jul-13,Jun-13,May-13,Apr-13,Mar-13,Feb-13,Jan-13,Dec-12,Nov-12,Oct-12,Sep-12,Aug-12,Jul-12,Jun-12,May-12,Apr-12,Mar-12,Feb-12,Jan-12,Dec-11,Nov-11,Oct-11,Sep-11,Aug-11,Jul-11,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10,Jun-10,May-10,Apr-10,Mar-10,Feb-10,Jan-10,Dec-09,Nov-09,Oct-09,Sep-09,Aug-09,Jul-09,Jun-09,May-09,Apr-09,Mar-09,Feb-09,Jan-09,Dec-08,Nov-08,Oct-08,Sep-08,Aug-08,Jul-08,Jun-08,May-08,Apr-08,Mar-08,Feb-08,Jan-08,Dec-07,Nov-07,Oct-07,Sep-07,Aug-07,Jul-07,Jun-07,May-07,Apr-07,Mar-07,Feb-07,Jan-07,Dec-06,Nov-06,Oct-06,Sep-06,Aug-06,Jul-06,Jun-06,May-06,Apr-06,Mar-06,Feb-06,Jan-06,Dec-05,Nov-05,Oct-05,Sep-05,Aug-05,Jul-05,Jun-05,May-05,Apr-05,Mar-05,Feb-05,Jan-05,Dec-04,Nov-04,Oct-04,Sep-04,Aug-04,Jul-04,Jun-04,May-04,Apr-04,Mar-04,Feb-04,Jan-04,Dec-03,Nov-03,Oct-03,Sep-03,Aug-03,Jul-03,Jun-03,May-03,Apr-03,Mar-03,Feb-03,Jan-03,Dec-02,Nov-02,Oct-02,Sep-02,Aug-02,Jul-02,Jun-02,May-02,Apr-02,Mar-02,Feb-02,Jan-02,Dec-01,Nov-01,Oct-01,Sep-01,Aug-01,Jul-01,Jun-01,May-01,Apr-01,Mar-01,Feb-01,Jan-01,Dec-00,Nov-00,Oct-00,Sep-00,Aug-00,Jul-00,Jun-00,May-00,Apr-00,Mar-00,Feb-00,Jan-00
국고채(3년),3.63,3.895,4.235,3.903,3.247,3.238,3.477,3.019,2.941,2.369,2.285,2.06,1.8,1.953,1.842,1.515,1.411,1.419,1.302,1.134,1.138,1.133,0.995,0.975,0.97,0.965,0.91,0.908,0.829,0.826,0.85,0.878,1.024,1.091,1.253,1.373,1.39,1.492,1.357,1.287,1.164,1.382,1.496,1.679,1.736,1.789,1.802,1.807,1.825,1.94,2.01,1.953,2.019,2.097,2.175,2.25,2.192,2.271,2.277,2.19,2.1,2.15,2.026,1.785,1.78,1.74,1.673,1.69,1.678,1.709,1.665,1.643,1.692,1.609,1.361,1.312,1.238,1.218,1.334,1.455,1.468,1.498,1.474,1.628,1.719,1.752,1.627,1.651,1.735,1.777,1.773,1.875,1.739,1.865,2.024,2.039,2.143,2.138,2.239,2.405,2.54,2.558,2.746,2.838,2.875,2.874,2.854,2.892,2.941,2.936,2.83,2.9,2.94,2.91,2.87,2.59,2.55,2.6,2.7,2.75,2.85,2.8,2.78,2.81,2.83,3.01,3.29,3.38,3.5,3.55,3.43,3.37,3.36,3.39,3.47,3.45,3.57,3.77,3.65,3.66,3.74,3.74,3.94,3.71,3.25,3.4,3.24,3.48,3.73,3.88,3.75,3.7,3.77,3.94,4.19,4.29,4.24,4.32,4.47,4.4,4.42,4.09,4.09,3.83,3.76,3.69,3.78,3.44,3.97,4.97,5.09,5.81,5.77,5.96,5.7,5.28,4.98,5.15,5.06,5.44,5.89,5.54,5.42,5.39,5.28,5.35,5.24,5.1,4.94,4.79,4.91,4.97,4.82,4.72,4.62,4.69,4.77,4.89,4.89,4.78,4.95,4.93,4.87,5.02,5.06,5.1,4.81,4.52,4.33,4.12,3.79,3.71,3.86,4.04,4.19,3.65,3.28,3.42,3.54,3.59,3.82,4.19,4.28,4.39,4.54,4.58,4.83,4.88,4.87,4.77,4.28,4.25,4.62,4.37,4.07,4.27,4.6,4.78,4.73,4.96,5.28,5.29,5.39,5.37,5.37,5.7,5.93,6.3,6.47,6.3,5.92,6.08,5.93,5.34,4.74,4.89,5.15,5.75,6.04,6.46,6.59,5.84,5.43,5.99,6.79,7.31,7.84,7.96,7.85,8,8.66,8.96,8.95,9.06,8.99,9.28
